Call Tree,Time (ms),Own Time (ms),Level
Lister.java:294 org.ow2.easywsdl.wsdl.org.xmlsoap.schemas.wsdl.TDefinitions$JaxbAccessorF_anyTopLevelOptionalElement.get(Object),31,31,47
FieldAccessor_Ref.java:56,31,31,48
AbstractSAXParser.java:501 org.ow2.easywsdl.schema.util.EasyXMLFilter.startElement(String:String:String:Attributes),15,0,47
EasyXMLFilter.java:40 org.xml.sax.helpers.XMLFilterImpl.startElement(String:String:String:Attributes),15,15,48
WSDLReaderImpl.java:180 org.apache.catalina.loader.WebappClassLoader.loadClass(String),15,15,46
WSDLReaderImpl.java:88 java.net.URL.openStream(),251,251,43
WSDLReaderImpl.java:93 java.net.URL.openStream(),58,58,43
ExtractionServiceOptimised.java:133 org.ow2.easywsdl.wsdl.WSDLFactoryImpl.newWSDLReader(),764,0,42
WSDLFactoryImpl.java:75 org.ow2.easywsdl.wsdl.impl.generic.WSDLReaderImpl.<init>(),764,0,43
WSDLReaderImpl.java:75 org.ow2.easywsdl.wsdl.api.abstractElmt.AbstractWSDLReaderImpl.<init>(),265,0,44
AbstractWSDLReaderImpl.java:69 org.ow2.easywsdl.schema.impl.SchemaReaderImpl.<clinit>(),249,0,45
SchemaReaderImpl.java:89 org.ow2.easywsdl.schema.impl.SchemaJAXBContext.<clinit>(),249,0,46
SchemaJAXBContext.java:64 org.ow2.easywsdl.schema.impl.SchemaJAXBContext.<init>(),249,0,47
SchemaJAXBContext.java:81 javax.xml.bind.JAXBContext.newInstance(Class[]),249,249,48
AbstractWSDLReaderImpl.java:69 org.apache.catalina.loader.WebappClassLoader.loadClass(String),15,15,45
WSDLReaderImpl.java:76 org.ow2.easywsdl.wsdl.impl.wsdl11.WSDLReaderImpl.<init>(),249,0,44
WSDLReaderImpl.java:81 org.ow2.easywsdl.wsdl.impl.wsdl11.WSDLJAXBContext.<clinit>(),249,0,45
WSDLJAXBContext.java:68 org.ow2.easywsdl.wsdl.impl.wsdl11.WSDLJAXBContext.<init>(),234,0,46
WSDLJAXBContext.java:79 org.ow2.easywsdl.schema.impl.SchemaJAXBContext.addOtherObjectFactory(List),234,0,47
SchemaJAXBContext.java:107 javax.xml.bind.JAXBContext.newInstance(Class[]),234,234,48
WSDLJAXBContext.java:47 org.apache.catalina.loader.WebappClassLoader.loadClass(String),15,15,46
WSDLReaderImpl.java:77 org.ow2.easywsdl.wsdl.impl.wsdl20.WSDLReaderImpl.<init>(),249,0,44
WSDLReaderImpl.java:82 org.ow2.easywsdl.wsdl.impl.wsdl20.WSDLJAXBContext.<clinit>(),218,0,45
WSDLJAXBContext.java:67 org.ow2.easywsdl.wsdl.impl.wsdl20.WSDLJAXBContext.<init>(),218,0,46
WSDLJAXBContext.java:78 org.ow2.easywsdl.schema.impl.SchemaJAXBContext.addOtherObjectFactory(List),218,0,47
SchemaJAXBContext.java:107 javax.xml.bind.JAXBContext.newInstance(Class[]),218,187,48
NativeConstructorAccessorImpl.java (native) org.ow2.easywsdl.wsdl.org.w3.ns.wsdl.MessageRefType$JaxbAccessorF_element.<init>(),31,31,49
FieldAccessor_Ref.java:52,31,31,50
WSDLReaderImpl.java:82 org.apache.catalina.loader.WebappClassLoader.loadClass(String),31,31,45
ExtractionServiceOptimised.java:97 au.com.cgu.cudos.request.builder.service.ExtractionServiceOptimised.checkArguments(URL:List),15,0,41
ExtractionServiceOptimised.java:124 org.apache.commons.collections.CollectionUtils.<clinit>(),15,15,42
CeeRequestBuilder.java:26 au.com.cgu.cudos.request.builder.service.request.RequestServiceOptimised.generateRequest(RequestServiceParametersOptimised),421,0,37
RequestServiceOptimised.java:21 au.com.cgu.cudos.request.builder.service.request.RequestServiceOptimised.buildSoapMessage(RequestGeneratorOptimised),421,0,38
RequestServiceOptimised.java:26 au.com.cgu.cudos.request.builder.service.request.RequestGeneratorOptimised.buildSoapMessage(),421,0,39
RequestGeneratorOptimised.java:59 au.com.cgu.cudos.request.builder.service.request.XmlNodeBuilderOptimised.<init>(QuestionNodeOptimised),171,0,40
XmlNodeBuilderOptimised.java:31 au.com.cgu.cudos.request.builder.service.request.XmlNodeBuilderOptimised.initBaseMap(QuestionNodeOptimised),171,0,41
XmlNodeBuilderOptimised.java:51 au.com.cgu.cudos.request.builder.service.request.XmlNodeBuilderOptimised.initBaseMap(QuestionNodeOptimised),171,0,42
XmlNodeBuilderOptimised.java:51 au.com.cgu.cudos.request.builder.service.request.XmlNodeBuilderOptimised.initBaseMap(QuestionNodeOptimised),171,0,43
XmlNodeBuilderOptimised.java:51 au.com.cgu.cudos.request.builder.service.request.XmlNodeBuilderOptimised.initBaseMap(QuestionNodeOptimised),171,0,44
XmlNodeBuilderOptimised.java:51 au.com.cgu.cudos.request.builder.service.request.XmlNodeBuilderOptimised.initBaseMap(QuestionNodeOptimised),171,0,45
XmlNodeBuilderOptimised.java:51 au.com.cgu.cudos.request.builder.service.request.XmlNodeBuilderOptimised.initBaseMap(QuestionNodeOptimised),171,78,46
XmlNodeBuilderOptimised.java:51,78,78,47
XmlNodeBuilderOptimised.java:48 au.com.cgu.cudos.request.builder.service.request.XmlNodeBuilderOptimised.addExtensionToBaseMap(QName:QuestionNodeOptimised),46,46,47
XmlNodeBuilderOptimised.java:56,46,46,48
XmlNodeBuilderOptimised.java:51 au.com.cgu.cudos.request.builder.service.request.XmlNodeBuilderOptimised.initBaseMap(QuestionNodeOptimised),46,15,47
XmlNodeBuilderOptimised.java:50 au.com.cgu.cudos.request.builder.model.QuestionNodeOptimised.getChildren(),15,15,48
QuestionNodeOptimised.java:146,15,15,49
XmlNodeBuilderOptimised.java:51 au.com.cgu.cudos.request.builder.service.request.XmlNodeBuilderOptimised.initBaseMap(QuestionNodeOptimised),15,15,48
XmlNodeBuilderOptimised.java:46,15,15,49
XmlNodeBuilderOptimised.java:50,15,15,48
RequestGeneratorOptimised.java:70 au.com.cgu.cudos.request.builder.service.request.RequestGeneratorOptimised.transformToString(SOAPMessage),78,0,40
RequestGeneratorOptimised.java:131 com.sun.org.apache.xalan.internal.xsltc.trax.TransformerImpl.transform(Source:Result),78,78,41
RequestGeneratorOptimised.java:68 au.com.cgu.cudos.request.builder.service.request.SoapMessageBuilderOptimised.constructMessage(),78,0,40
SoapMessageBuilderOptimised.java:40 au.com.cgu.cudos.request.builder.service.request.SoapMessageBuilderOptimised.addBody(),46,0,41
SoapMessageBuilderOptimised.java:53 au.com.cgu.cudos.request.builder.service.request.SoapMessageBuilderOptimised.createAndAddSoapElement(SOAPElement:XmlNodeOptimised),46,0,42
SoapMessageBuilderOptimised.java:57 au.com.cgu.cudos.request.builder.service.request.SOAPElementBuilderOptimised.createSoapElement(XmlNodeOptimised:Map),31,0,43
SOAPElementBuilderOptimised.java:24 au.com.cgu.cudos.request.builder.service.request.SOAPElementBuilderOptimised.buildSoapElement(SOAPElement:XmlNodeOptimised:Map),31,0,44
SOAPElementBuilderOptimised.java:52 au.com.cgu.cudos.request.builder.service.request.SOAPElementBuilderOptimised.addChildrenIfAvailable(SOAPElement:XmlNodeOptimised:Map),31,0,45
SOAPElementBuilderOptimised.java:58 au.com.cgu.cudos.request.builder.service.request.SOAPElementBuilderOptimised.addChildSoapElement(SOAPElement:XmlNodeOptimised:Map),31,0,46
SOAPElementBuilderOptimised.java:68 au.com.cgu.cudos.request.builder.service.request.SOAPElementBuilderOptimised.buildSoapElement(SOAPElement:XmlNodeOptimised:Map),31,0,47
SOAPElementBuilderOptimised.java:52 au.com.cgu.cudos.request.builder.service.request.SOAPElementBuilderOptimised.addChildrenIfAvailable(SOAPElement:XmlNodeOptimised:Map),31,0,48
SOAPElementBuilderOptimised.java:58 au.com.cgu.cudos.request.builder.service.request.SOAPElementBuilderOptimised.addChildSoapElement(SOAPElement:XmlNodeOptimised:Map),31,0,49
SOAPElementBuilderOptimised.java:68 au.com.cgu.cudos.request.builder.service.request.SOAPElementBuilderOptimised.buildSoapElement(SOAPElement:XmlNodeOptimised:Map),31,0,50
SOAPElementBuilderOptimised.java:52 au.com.cgu.cudos.request.builder.service.request.SOAPElementBuilderOptimised.addChildrenIfAvailable(SOAPElement:XmlNodeOptimised:Map),31,0,51
SOAPElementBuilderOptimised.java:58 au.com.cgu.cudos.request.builder.service.request.SOAPElementBuilderOptimised.addChildSoapElement(SOAPElement:XmlNodeOptimised:Map),31,0,52
SOAPElementBuilderOptimised.java:67 com.sun.xml.internal.messaging.saaj.soap.impl.ElementImpl.addChildElement(QName),31,31,53
SoapMessageBuilderOptimised.java:58 com.sun.xml.internal.messaging.saaj.soap.impl.ElementImpl.addChildElement(SOAPElement),15,15,43
SoapMessageBuilderOptimised.java:38 au.com.cgu.cudos.request.builder.service.request.SoapMessageBuilderOptimised.addNamespacesToSoapEnvelope(),31,0,41
SoapMessageBuilderOptimised.java:62 au.com.cgu.cudos.request.builder.service.request.SoapMessageBuilderOptimised.getSoapEnvelope(),15,0,42
SoapMessageBuilderOptimised.java:45 com.sun.xml.internal.messaging.saaj.soap.SOAPPartImpl.getEnvelope(),15,15,43
SoapMessageBuilderOptimised.java:64 com.sun.xml.internal.messaging.saaj.soap.impl.ElementImpl.addNamespaceDeclaration(String:String),15,15,42
RequestGeneratorOptimised.java:61 au.com.cgu.cudos.request.builder.service.request.XmlNodeBuilderOptimised.buildElementsWithValue(List:Map),62,0,40
XmlNodeBuilderOptimised.java:42 au.com.cgu.cudos.request.builder.service.request.XmlNodeBuilderOptimised.buildXmlNodes2(),62,0,41
XmlNodeBuilderOptimised.java:83 au.com.cgu.cudos.request.builder.service.request.XmlNodeBuilderOptimised.appendQuestionToRequestTree(QuestionNodeValue:XmlCompositeNodeOptimised),46,0,42
XmlNodeBuilderOptimised.java:161 au.com.cgu.cudos.request.builder.model.QuestionNodeValueModel.getValue(),31,31,43
QuestionNodeValueModel.java:25,31,31,44
XmlNodeBuilderOptimised.java:138 au.com.cgu.cudos.request.builder.service.request.XmlNodeBuilderOptimised.calculatePosition(String),15,0,43
XmlNodeBuilderOptimised.java:180 java.util.regex.Pattern.compile(String),15,15,44
XmlNodeBuilderOptimised.java:85 au.com.cgu.cudos.request.builder.service.request.XmlNodeBuilderOptimised.setQuestionNodes(XmlNodeOptimised:QuestionNodeOptimised),15,0,42
XmlNodeBuilderOptimised.java:100 au.com.cgu.cudos.request.builder.service.request.XmlNodeBuilderOptimised.setQuestionNodes(XmlNodeOptimised:QuestionNodeOptimised),15,0,43
XmlNodeBuilderOptimised.java:100 au.com.cgu.cudos.request.builder.service.request.XmlNodeBuilderOptimised.setQuestionNodes(XmlNodeOptimised:QuestionNodeOptimised),15,0,44
XmlNodeBuilderOptimised.java:100 au.com.cgu.cudos.request.builder.service.request.XmlNodeBuilderOptimised.setQuestionNodes(XmlNodeOptimised:QuestionNodeOptimised),15,0,45
XmlNodeBuilderOptimised.java:100 au.com.cgu.cudos.request.builder.service.request.XmlNodeBuilderOptimised.setQuestionNodes(XmlNodeOptimised:QuestionNodeOptimised),15,0,46
XmlNodeBuilderOptimised.java:93 au.com.cgu.cudos.request.builder.service.request.XmlNodeBuilderOptimised.findQuestionNode(List:XmlNodeOptimised),15,15,47
XmlNodeBuilderOptimised.java:114,15,15,48
RequestGeneratorOptimised.java:67 au.com.cgu.cudos.request.builder.service.request.SoapMessageBuilderOptimised.<init>(XmlNodeOptimised:XmlNodeOptimised),15,0,40
SoapMessageBuilderOptimised.java:31 javax.xml.soap.MessageFactory.newInstance(),15,15,41
RequestGeneratorOptimised.java:67 org.apache.catalina.loader.WebappClassLoader.loadClass(String),15,15,40
CeeRequestBuilder.java:25 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.nongui.cee.operation.transaction.request.generator.assembler.RequestServiceParameterCreatorOptimised.create(CeeTransactionParameter:ExtractedQuestionNodesOptimised:HeaderAndBodyNodes),218,0,37
RequestServiceParameterCreatorOptimised.java:26 org.apache.catalina.loader.WebappClassLoader.loadClass(String),218,218,38
RequestAssembler.java:212 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.nongui.cee.operation.transaction.request.generator.assembler.RequestAssembler.logNodeValuesIfNeeded(),904,0,36
RequestAssembler.java:226 ch.qos.logback.classic.Logger.debug(String),904,904,37
TransactionRequestDispatcher.java:41 au.com.cgu.cudosui.sample.clean.service.ui.flow.common.cee.operation.TransactionRequestDispatcher.submitTransaction(Policy:String:String),3313,0,35
TransactionRequestDispatcher.java:49 au.com.cgu.cudosui.sample.clean.service.ui.flow.common.cee.operation.TransactionRequestDispatcher.submitTransaction(String:String),3298,0,36
TransactionRequestDispatcher.java:66 au.com.cgu.cudos.libraries.webservice.requestsubmitter.integration.WebServiceRequestSubmitter.submit(WebServiceRequest),3298,0,37
WebServiceRequestSubmitter.java:44 au.com.cgu.cudos.logging.aop.aspect.ReflectionArgumentLogger.logMethodArguments(ProceedingJoinPoint),3298,0,38
ReflectionArgumentLogger.java:21 au.com.cgu.cudos.logging.aop.aspect.ProceedingJoinPointArgumentLogger.log(Class:ProceedingJoinPoint),3298,0,39
ProceedingJoinPointArgumentLogger.java:25 org.aspectj.runtime.reflect.JoinPointImpl.proceed(),3298,0,40
JoinPointImpl.java:149 au.com.cgu.cudos.libraries.webservice.requestsubmitter.integration.WebServiceRequestSubmitter$AjcClosure3.run(Object[]),3298,0,41
WebServiceRequestSubmitter.java:1 au.com.cgu.cudos.libraries.webservice.requestsubmitter.integration.WebServiceRequestSubmitter.submit_aroundBody2(WebServiceRequestSubmitter:WebServiceRequest:JoinPoint),3298,0,42
WebServiceRequestSubmitter.java:44 au.com.cgu.cudos.logging.aop.aspect.TimeLogger.maybeLogTime(ProceedingJoinPoint),3298,0,43
TimeLogger.java:36 au.com.cgu.cudos.logging.aop.aspect.TimeLogger.ajc$inlineAccessMethod$au_com_cgu_cudos_logging_aop_aspect_TimeLogger$au_com_cgu_cudos_logging_aop_aspect_TimeLogger$logTime(TimeLogger:Logger:ProceedingJoinPoint:CodeSignature),3298,0,44
TimeLogger.java:1 au.com.cgu.cudos.logging.aop.aspect.TimeLogger.logTime(Logger:ProceedingJoinPoint:CodeSignature),3298,0,45
TimeLogger.java:48 org.aspectj.runtime.reflect.JoinPointImpl.proceed(),3298,0,46
JoinPointImpl.java:149 au.com.cgu.cudos.libraries.webservice.requestsubmitter.integration.WebServiceRequestSubmitter$AjcClosure1.run(Object[]),3298,0,47
WebServiceRequestSubmitter.java:1 au.com.cgu.cudos.libraries.webservice.requestsubmitter.integration.WebServiceRequestSubmitter.submit_aroundBody0(WebServiceRequestSubmitter:WebServiceRequest:JoinPoint),3298,0,48
WebServiceRequestSubmitter.java:45 au.com.cgu.cudos.libraries.webservice.requestsubmitter.integration.WebServiceRequestSubmitter.handleSendRequest(WebServiceRequest),3298,0,49
WebServiceRequestSubmitter.java:67 au.com.cgu.cudos.libraries.webservice.requestsubmitter.integration.WebServiceRequestSubmitter.sendRequest(WebServiceRequest),3282,0,50
WebServiceRequestSubmitter.java:83 org.apache.http.impl.client.AbstractHttpClient.execute(HttpUriRequest),3267,3267,51
WebServiceRequestSubmitter.java:80 au.com.cgu.cudos.libraries.webservice.requestsubmitter.integration.HttpPostBuilder.build(WebServiceRequest),15,0,51
HttpPostBuilder.java:21 org.apache.http.client.methods.HttpPost.<init>(URI),15,15,52
WebServiceRequestSubmitter.java:72 au.com.cgu.cudos.libraries.webservice.requestsubmitter.integration.ResponseBuilder.build(HttpResponse),15,15,50
ResponseBuilder.java:17,15,15,51
TransactionRequestDispatcher.java:46 au.com.cgu.cudosui.sample.clean.service.ui.flow.common.cee.operation.TransactionRemoteLogger.logRequest(Policy),15,0,36
TransactionRemoteLogger.java:41 au.com.cgu.cudosui.sample.clean.service.common.system.RemoteLoggerCaller.logTransaction(LoggerRequest),15,0,37
RemoteLoggerCaller.java:24 au.com.cgu.cudos.remote.logger.service.RemoteLogger.logTransaction(LoggerRequest),15,0,38
RemoteLogger.java:16 au.com.cgu.cudos.remote.logger.integration.file.FilePersisterDao.persist(LoggerRequest),15,0,39
FilePersisterDao.java:26 au.com.cgu.cudos.remote.logger.integration.file.FilePersisterDao.persistLogLine(LoggerRequest:String),15,0,40
FilePersisterDao.java:34 au.com.cgu.cudos.remote.logger.integration.file.LogFileWriter.appendFile(String:String),15,0,41
LogFileWriter.java:25 au.com.cgu.cudos.remote.logger.integration.file.FileWriter.append(String:File),15,0,42
FileWriter.java:34 au.com.cgu.cudos.remote.logger.integration.file.FileWriter.closeWriter(File:OutputStreamWriter),15,0,43
FileWriter.java:41 java.io.OutputStreamWriter.close(),15,15,44
TransactionRequestDispatcher.java:38 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.nongui.cee.operation.transaction.request.generator.assembler.operation.RequestAssemblerCreator.buildRequestAssembler(Policy),666,0,35
RequestAssemblerCreator.java:1 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.nongui.cee.operation.transaction.request.generator.assembler.operation.RequestAssemblerCreator.buildRequestAssembler(Policy),666,0,36
RequestAssemblerCreator.java:18 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.nongui.cee.operation.transaction.request.generator.assembler.operation.RequestAssemblerCreator.populatePolicyQN(RequestAssembler),322,0,37
RequestAssemblerCreator.java:32 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.nongui.cee.operation.transaction.request.generator.assembler.RequestAssembler.addPolicy(),322,0,38
RequestAssembler.java:111 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.nongui.cee.operation.transaction.request.generator.policy.create.quote.QuoteRequestGenerator.generate(Policy),322,0,39
QuoteRequestGenerator.java:34 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.nongui.cee.operation.transaction.request.generator.policy.structure.policy.CommonPolicyGenerator.generate(Policy:GeneratorContext),322,0,40
CommonPolicyGenerator.java:55 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.nongui.cee.operation.transaction.request.generator.policy.structure.policy.CommonPolicyGenerator.generateForPolicy(GeneratorContext:Policy),322,0,41
CommonPolicyGenerator.java:63 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.nongui.cee.operation.transaction.request.generator.policy.structure.policy.CommonPolicyGenerator.generateForAllLocations(Policy:GeneratorContext:List),178,0,42
CommonPolicyGenerator.java:87 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.nongui.cee.operation.transaction.request.generator.policy.structure.policy.CommonPolicyGenerator.generateCommonLocation(Policy:GeneratorContext:List),178,0,43
CommonPolicyGenerator.java:100 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.nongui.cee.operation.transaction.request.generator.policy.structure.common.location.SingleLocationGenerator.generate(LocationAware:GeneratorContext),178,0,44
SingleLocationGenerator.java:39 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.nongui.cee.operation.transaction.request.generator.policy.structure.common.location.SingleLocationGenerator.generateRisks(LocationAware:GeneratorContext:List),178,0,45
SingleLocationGenerator.java:65 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.nongui.cee.operation.transaction.request.generator.policy.structure.common.location.SingleLocationGenerator.generateRisks(GeneratorContext:LocationAware),178,0,46
SingleLocationGenerator.java:70 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.nongui.cee.operation.transaction.request.generator.policy.structure.location.risk.RisksGenerator.generate(LocationAware:GeneratorContext),178,0,47
RisksGenerator.java:27 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.nongui.cee.operation.transaction.request.generator.policy.structure.location.risk.RisksGenerator.generateNonTerminatedRisk(Risk:GeneratorContext:List),178,0,48
